sample_id,dataset,filepath,error
FSD50K_029055,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161290.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\161290.wav
FSD50K_029056,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357903.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357903.wav
FSD50K_029057,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357908.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357908.wav
FSD50K_029058,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357909.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357909.wav
FSD50K_029059,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357910.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357910.wav
FSD50K_029060,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357913.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357913.wav
FSD50K_029061,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357915.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357915.wav
FSD50K_029062,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357917.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357917.wav
FSD50K_029063,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357919.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357919.wav
FSD50K_029064,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357922.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357922.wav
FSD50K_029065,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357923.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357923.wav
FSD50K_029066,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357925.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357925.wav
FSD50K_029067,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357930.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357930.wav
FSD50K_029068,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357931.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357931.wav
FSD50K_029069,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357934.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357934.wav
FSD50K_029070,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357935.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357935.wav
FSD50K_029071,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357940.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357940.wav
FSD50K_029072,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357941.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357941.wav
FSD50K_029073,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357943.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357943.wav
FSD50K_029074,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357944.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357944.wav
FSD50K_029075,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357949.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357949.wav
FSD50K_029076,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357950.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357950.wav
FSD50K_029077,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357954.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357954.wav
FSD50K_029078,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357956.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357956.wav
FSD50K_029079,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357958.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357958.wav
FSD50K_029080,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357959.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357959.wav
FSD50K_029081,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357962.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357962.wav
FSD50K_029082,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374348.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374348.wav
FSD50K_029083,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374351.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374351.wav
FSD50K_029084,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357968.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357968.wav
FSD50K_029085,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357970.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357970.wav
FSD50K_029086,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357972.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357972.wav
FSD50K_029087,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374357.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374357.wav
FSD50K_029088,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\276053.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\276053.wav
FSD50K_029089,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357973.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357973.wav
FSD50K_029090,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357975.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357975.wav
FSD50K_029091,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\276056.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\276056.wav
FSD50K_029092,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357977.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357977.wav
FSD50K_029093,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\276055.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\276055.wav
FSD50K_029094,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\276059.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\276059.wav
FSD50K_029095,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357979.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357979.wav
FSD50K_029096,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\276057.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\276057.wav
FSD50K_029097,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357983.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357983.wav
FSD50K_029098,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357985.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357985.wav
FSD50K_029099,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374370.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374370.wav
FSD50K_029100,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357988.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357988.wav
FSD50K_029101,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374373.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374373.wav
FSD50K_029102,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357990.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357990.wav
FSD50K_029103,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357991.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357991.wav
FSD50K_029104,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357992.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357992.wav
FSD50K_029105,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357993.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357993.wav
FSD50K_029106,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374378.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374378.wav
FSD50K_029107,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357995.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357995.wav
FSD50K_029108,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357996.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357996.wav
FSD50K_029109,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\357998.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\357998.wav
FSD50K_029110,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374384.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374384.wav
FSD50K_029111,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358001.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358001.wav
FSD50K_029112,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374386.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374386.wav
FSD50K_029113,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358003.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358003.wav
FSD50K_029114,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358005.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358005.wav
FSD50K_029115,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358007.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358007.wav
FSD50K_029116,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374392.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374392.wav
FSD50K_029117,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374393.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374393.wav
FSD50K_029118,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358009.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358009.wav
FSD50K_029119,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358011.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358011.wav
FSD50K_029120,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358013.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358013.wav
FSD50K_029121,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358014.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358014.wav
FSD50K_029122,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374399.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374399.wav
FSD50K_029123,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358015.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358015.wav
FSD50K_029124,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358016.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358016.wav
FSD50K_029125,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374402.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374402.wav
FSD50K_029126,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358019.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358019.wav
FSD50K_029127,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374404.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374404.wav
FSD50K_029128,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358020.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358020.wav
FSD50K_029129,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358021.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358021.wav
FSD50K_029130,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358022.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358022.wav
FSD50K_029131,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358023.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358023.wav
FSD50K_029132,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374409.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374409.wav
FSD50K_029133,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374410.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374410.wav
FSD50K_029134,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358024.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358024.wav
FSD50K_029135,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358025.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358025.wav
FSD50K_029136,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358027.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358027.wav
FSD50K_029137,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358028.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358028.wav
FSD50K_029138,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358029.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358029.wav
FSD50K_029139,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374417.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374417.wav
FSD50K_029140,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358034.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358034.wav
FSD50K_029141,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374419.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374419.wav
FSD50K_029142,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358036.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358036.wav
FSD50K_029143,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374421.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374421.wav
FSD50K_029144,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358041.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358041.wav
FSD50K_029145,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358042.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358042.wav
FSD50K_029146,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358043.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358043.wav
FSD50K_029147,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358045.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358045.wav
FSD50K_029148,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358046.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358046.wav
FSD50K_029149,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358047.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358047.wav
FSD50K_029150,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358048.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358048.wav
FSD50K_029151,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358049.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358049.wav
FSD50K_029152,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358052.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358052.wav
FSD50K_029153,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358054.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358054.wav
FSD50K_029154,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358056.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358056.wav
FSD50K_029155,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358057.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358057.wav
FSD50K_029156,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358058.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358058.wav
FSD50K_029157,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374443.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374443.wav
FSD50K_029158,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374444.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374444.wav
FSD50K_029159,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358061.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358061.wav
FSD50K_029160,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358060.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358060.wav
FSD50K_029161,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358062.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358062.wav
FSD50K_029162,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358065.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358065.wav
FSD50K_029163,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358066.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358066.wav
FSD50K_029164,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358068.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358068.wav
FSD50K_029165,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358070.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358070.wav
FSD50K_029166,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374454.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374454.wav
FSD50K_029167,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358072.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358072.wav
FSD50K_029168,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374457.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374457.wav
FSD50K_029169,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358074.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358074.wav
FSD50K_029170,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358073.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358073.wav
FSD50K_029171,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358075.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358075.wav
FSD50K_029172,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358077.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358077.wav
FSD50K_029173,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374462.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374462.wav
FSD50K_029174,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358081.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358081.wav
FSD50K_029175,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358083.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358083.wav
FSD50K_029176,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358085.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358085.wav
FSD50K_029177,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358088.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358088.wav
FSD50K_029178,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358091.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358091.wav
FSD50K_029179,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374476.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374476.wav
FSD50K_029180,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358093.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358093.wav
FSD50K_029181,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358094.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358094.wav
FSD50K_029182,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358097.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358097.wav
FSD50K_029183,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358098.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358098.wav
FSD50K_029184,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374484.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374484.wav
FSD50K_029185,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\374485.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\374485.wav
FSD50K_029186,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358102.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358102.wav
FSD50K_029187,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358103.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358103.wav
FSD50K_029188,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\358104.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\358104.wav
